,name,team,position,matchup,over_line,under_line,over_cost,under_cost,over_cost_USA,under_cost_USA,date
40,Logan Gilbert,SEA,SP,SEA at MIN,5.5,5.5,0.4444444444444444,0.6031746031746031,(+125),(-152),2022-04-09
41,Sonny Gray,STL,SP,SEA at MIN,4.5,4.5,0.5901639344262295,0.45871559633027525,(-144),(+118),2022-04-09
42,Mitch Keller,PIT,SP,PIT at STL,3.5,4.5,0.6226415094339622,0.6226415094339622,(-165),(-165),2022-04-09
43,Miles Mikolas,STL,SP,PIT at STL,4.5,4.5,0.4672897196261682,0.5726495726495726,(+114),(-134),2022-04-09
44,Justin Steele,CHC,SP,MIL at CHC,4.5,5.5,0.6062992125984252,0.6108949416342413,(-154),(-157),2022-04-09
45,Brandon Woodruff,FA,SP,MIL at CHC,5.5,5.5,0.5495495495495496,0.4716981132075472,(-122),(+112),2022-04-09
46,Dane Dunning,TEX,"SP,RP",TEX at TOR,3.5,3.5,0.5121951219512195,0.5283018867924528,(-105),(-112),2022-04-09
47,Kevin Gausman,TOR,SP,TEX at TOR,5.5,5.5,0.5833333333333334,0.43859649122807015,(-140),(+128),2022-04-09
48,Nick Pivetta,BOS,"SP,RP",BOS at NYY,4.5,5.5,0.6062992125984252,0.6078431372549019,(-154),(-155),2022-04-09
49,Luis Severino,NYM,SP,BOS at NYY,4.5,5.5,0.47619047619047616,0.6,(+110),(-150),2022-04-09
50,Cole Irvin,BAL,"SP,RP",OAK at PHI,3.5,3.5,0.5495495495495496,0.45871559633027525,(-122),(+118),2022-04-09
51,Kyle Gibson,STL,SP,OAK at PHI,4.5,4.5,0.6,0.43478260869565216,(-150),(+130),2022-04-09
52,Pablo Lopez,MIN,SP,MIA at SF,4.5,5.5,0.6138996138996139,0.6124031007751938,(-159),(-158),2022-04-09
53,Carlos Rodon,NYY,SP,MIA at SF,6.5,6.5,0.5238095238095238,0.5238095238095238,(-110),(-110),2022-04-09
54,Zach Plesac,LAA,SP,CLE at KC,3.5,3.5,0.574468085106383,0.47619047619047616,(-135),(+110),2022-04-09
55,Brad Keller,FA,"SP,RP",CLE at KC,4.5,4.5,0.47619047619047616,0.5283018867924528,(+110),(-112),2022-04-09
56,Chris Bassitt,TOR,SP,NYM at WSH,4.5,4.5,0.4878048780487805,0.5348837209302325,(+105),(-115),2022-04-09
57,Vladimir Gutierrez,FA,SP,CIN at ATL,3.5,3.5,0.5535714285714286,0.46511627906976744,(-124),(+115),2022-04-09
58,Kyle Wright,KC,SP,CIN at ATL,3.5,3.5,0.5967741935483871,0.4444444444444444,(-148),(+125),2022-04-09
59,German Marquez,COL,SP,LAD at COL,3.5,3.5,0.6,0.4444444444444444,(-150),(+125),2022-04-09
60,Anthony Gonsolin,LAD,SP,LAD at COL,3.5,4.5,0.5967741935483871,0.7014925373134329,(-148),(-235),2022-04-09
61,Zach Davies,FA,SP,SD at ARI,3.5,3.5,0.425531914893617,0.5798319327731093,(+135),(-138),2022-04-09
62,Joe Musgrove,SD,SP,SD at ARI,5.5,5.5,0.4444444444444444,0.6124031007751938,(+125),(-158),2022-04-09
63,Justin Verlander,HOU,SP,HOU at LAA,6.5,6.5,0.4807692307692308,0.5652173913043478,(+108),(-130),2022-04-09
64,Noah Syndergaard,FA,SP,HOU at LAA,4.5,4.5,0.504950495049505,0.46511627906976744,(-102),(+115),2022-04-09
65,Zach Eflin,TB,SP,OAK at PHI,4.5,5.5,0.6153846153846154,0.609375,(-160),(-156),2022-04-10
66,Daulton Jefferies,SF,SP,OAK at PHI,3.5,3.5,0.4878048780487805,0.5833333333333334,(+105),(-140),2022-04-10
67,Corey Kluber,FA,"RP,SP",BAL at TB,5.5,5.5,0.5121951219512195,0.5238095238095238,(-105),(-110),2022-04-10
68,Tarik Skubal,DET,SP,CWS at DET,5.5,5.5,0.43859649122807015,0.5833333333333334,(+128),(-140),2022-04-10
69,Ian Anderson,ATL,SP,CIN at ATL,4.5,4.5,0.45454545454545453,0.4424778761061947,(+120),(+126),2022-04-10
70,Hunter Greene,CIN,SP,CIN at ATL,3.5,4.5,0.6078431372549019,0.5833333333333334,(-155),(-140),2022-04-10
71,Carlos Carrasco,CLE,SP,NYM at WSH,3.5,4.5,0.5815899581589958,0.6078431372549019,(-139),(-155),2022-04-10
72,Erick Fedde,CWS,SP,NYM at WSH,3.5,3.5,0.4854368932038835,0.5575221238938053,(+106),(-126),2022-04-10
73,Hyun Jin Ryu,FA,SP,TEX at TOR,4.5,4.5,0.49504950495049505,0.5614035087719298,(+102),(-128),2022-04-10
74,Marco Gonzales,PIT,SP,SEA at MIN,3.5,4.5,0.6226415094339622,0.6062992125984252,(-165),(-154),2022-04-10
75,Bailey Ober,MIN,SP,SEA at MIN,4.5,4.5,0.45871559633027525,0.588477366255144,(+118),(-143),2022-04-10
76,Cal Quantrill,COL,SP,CLE at KC,4.5,4.5,0.43859649122807015,0.6212121212121212,(+128),(-164),2022-04-10
77,Kris Bubic,KC,SP,CLE at KC,4.5,4.5,0.4854368932038835,0.5726495726495726,(+106),(-134),2022-04-10
78,Steven Matz,STL,"SP,RP",PIT at STL,5.5,5.5,0.43478260869565216,0.5780590717299579,(+130),(-137),2022-04-10
79,Bryse Wilson,MIL,RP,PIT at STL,3.5,3.5,0.4672897196261682,0.5833333333333334,(+114),(-140),2022-04-10
80,Freddy Peralta,MIL,SP,MIL at CHC,5.5,5.5,0.5798319327731093,0.46296296296296297,(-138),(+116),2022-04-10
81,Marcus Stroman,NYY,SP,MIL at CHC,4.5,4.5,0.5633187772925764,0.4854368932038835,(-129),(+106),2022-04-10
82,Antonio Senzatela,COL,SP,LAD at COL,2.5,3.5,0.6428571428571429,0.6138996138996139,(-180),(-159),2022-04-10
83,Julio Urias,FA,SP,LAD at COL,4.5,4.5,0.5726495726495726,0.49019607843137253,(-134),(+104),2022-04-10
84,Trevor Rogers,MIA,SP,MIA at SF,4.5,5.5,0.5652173913043478,0.4854368932038835,(-130),(+106),2022-04-10
85,Anthony Desclafani,MIN,SP,MIA at SF,4.5,4.5,0.49504950495049505,0.5098039215686274,(+102),(-104),2022-04-10
86,Jose Suarez,LAA,SP,HOU at LAA,4.5,4.5,0.45045045045045046,0.6062992125984252,(+122),(-154),2022-04-10
87,Jose Urquidy,HOU,"SP,RP",HOU at LAA,4.5,4.5,0.5370370370370371,0.5238095238095238,(-116),(-110),2022-04-10
88,Caleb Smith,FA,"RP,SP",SD at ARI,3.5,3.5,0.6,0.46511627906976744,(-150),(+115),2022-04-10
89,Blake Snell,FA,SP,SD at ARI,5.5,5.5,0.5833333333333334,0.45045045045045046,(-140),(+122),2022-04-10
90,Tanner Houck,BOS,SP,BOS at NYY,5.5,5.5,0.43478260869565216,0.588477366255144,(+130),(-143),2022-04-10
91,Jordan Montgomery,FA,SP,BOS at NYY,4.5,5.5,0.5454545454545454,0.609375,(-120),(-156),2022-04-10
92,Aaron Civale,TB,SP,CLE at KC,3.5,3.5,0.5689655172413793,0.45871559633027525,(-132),(+118),2022-04-11
93,Adrian Houser,NYM,SP,MIL at BAL,3.5,3.5,0.4166666666666667,0.5,(+140),(EVEN),2022-04-11
94,Bruce Zimmerman,BAL,RP,MIL at BAL,3.5,3.5,0.5652173913043478,0.4716981132075472,(-130),(+112),2022-04-11
95,Austin Gomber,COL,SP,COL at TEX,4.5,4.5,0.5,0.5475113122171946,(EVEN),(-121),2022-04-11
96,Michael Wacha,KC,SP,BOS at DET,4.5,4.5,0.45454545454545453,0.5633187772925764,(+120),(-129),2022-04-11
97,Matt Manning,DET,SP,BOS at DET,3.5,3.5,0.4444444444444444,0.588477366255144,(+125),(-143),2022-04-11
98,Paul Blackburn,OAK,SP,OAK at TB,3.5,3.5,0.423728813559322,0.635036496350365,(+136),(-174),2022-04-11
99,Ranger Suarez,PHI,SP,NYM at PHI,4.5,4.5,0.425531914893617,0.5370370370370371,(+135),(-116),2022-04-11
100,Taijuan Walker,PHI,SP,NYM at PHI,3.5,4.5,0.5726495726495726,0.6,(-134),(-150),2022-04-11
101,Jameson Taillon,CHC,SP,TOR at NYY,4.5,4.5,0.4166666666666667,0.5918367346938775,(+140),(-145),2022-04-11
102,Alek Manoah P,TOR,SP,TOR at NYY,5.5,5.5,0.5555555555555556,0.49504950495049505,(-125),(+102),2022-04-11
103,Huascar Ynoa,ATL,SP,WSH at ATL,4.5,4.5,0.574468085106383,0.46296296296296297,(-135),(+116),2022-04-11
104,Chris Flexen,CWS,"SP,RP",SEA at MIN,3.5,3.5,0.5238095238095238,0.5145631067961165,(-110),(-106),2022-04-11
105,Dylan Bundy,FA,SP,SEA at MIN,3.5,3.5,0.5495495495495496,0.4807692307692308,(-122),(+108),2022-04-11
106,Michael Lorenzen,FA,"RP,SP",MIA at LAA,4.5,4.5,0.4444444444444444,0.5833333333333334,(+125),(-140),2022-04-11
107,Elieser Hernandez,LAD,"SP,RP",MIA at LAA,3.5,4.5,0.6062992125984252,0.5652173913043478,(-154),(-130),2022-04-11
108,Alex Wood,OAK,"RP,SP",SD at SF,4.5,4.5,0.5348837209302325,0.5,(-115),(EVEN),2022-04-11
109,Nick Martinez,CIN,"SP,RP",SD at SF,3.5,4.5,0.6551724137931034,0.6124031007751938,(-190),(-158),2022-04-11
110,Rich Hill,FA,"RP,SP",BOS at DET,3.5,4.5,0.6363636363636364,0.5305164319248826,(-175),(-113),2022-04-12
111,Tyler Mahle,TEX,SP,CLE at CIN,5.5,5.5,0.43103448275862066,0.5495495495495496,(+132),(-122),2022-04-12
112,Shane Bieber,CLE,SP,CLE at CIN,5.5,6.5,0.5850622406639004,0.5614035087719298,(-141),(-128),2022-04-12
113,Vincent Velasquez,FA,"SP,RP",SEA at CWS,3.5,3.5,0.6226415094339622,0.4444444444444444,(-165),(+125),2022-04-12
114,Matt Brash,SEA,RP,SEA at CWS,3.5,4.5,0.6296296296296297,0.5967741935483871,(-170),(-148),2022-04-12
115,Drew Smyly,CHC,"SP,RP",CHC at PIT,4.5,4.5,0.45454545454545453,0.5726495726495726,(+120),(-134),2022-04-12
116,Jose Quintana,NYM,SP,CHC at PIT,4.5,4.5,0.4444444444444444,0.6,(+125),(-150),2022-04-12
117,Zack Wheeler,PHI,SP,NYM at PHI,4.5,4.5,0.46511627906976744,0.5391705069124424,(+115),(-117),2022-04-12
118,Tylor Megill,NYM,SP,NYM at PHI,4.5,5.5,0.6138996138996139,0.5833333333333334,(-159),(-140),2022-04-12
119,Yusei Kikuchi,TOR,SP,TOR at NYY,4.5,4.5,0.46296296296296297,0.574468085106383,(+116),(-135),2022-04-12
120,Nestor Cortes,NYY,SP,TOR at NYY,4.5,4.5,0.5454545454545454,0.5121951219512195,(-120),(-105),2022-04-12
121,Eric Lauer,FA,SP,MIL at BAL,4.5,4.5,0.5121951219512195,0.4830917874396135,(-105),(+107),2022-04-12
122,Patrick Sandoval,LAA,SP,MIA at LAA,5.5,5.5,0.49504950495049505,0.5348837209302325,(+102),(-115),2022-04-12
123,Jesus Luzardo,MIA,SP,MIA at LAA,5.5,5.5,0.45871559633027525,0.5454545454545454,(+118),(-120),2022-04-12
124,Patrick Corbin,WSH,SP,WSH at ATL,3.5,4.5,0.6268656716417911,0.6183206106870229,(-168),(-162),2022-04-12
125,Daniel Lynch,KC,SP,KC at STL,3.5,3.5,0.5283018867924528,0.4878048780487805,(-112),(+105),2022-04-12
126,Dakota Hudson,COL,"SP,RP",KC at STL,3.5,3.5,0.5412844036697247,0.5121951219512195,(-118),(-105),2022-04-12
127,Chad Kuhl,CWS,"RP,SP",COL at TEX,3.5,3.5,0.5555555555555556,0.5121951219512195,(-125),(-105),2022-04-12
128,Martin Perez,PIT,"SP,RP",COL at TEX,3.5,3.5,0.42735042735042733,0.5833333333333334,(+134),(-140),2022-04-12
129,Luis Garcia P,HOU,SP,HOU at ARI,3.5,4.5,0.6363636363636364,0.5726495726495726,(-175),(-134),2022-04-12
130,Madison Bumgarner,FA,SP,HOU at ARI,3.5,4.5,0.5967741935483871,0.6153846153846154,(-148),(-160),2022-04-12
131,Alex Cobb,SF,SP,SD at SF,4.5,4.5,0.45454545454545453,0.5652173913043478,(+120),(-130),2022-04-12
132,Yu Darvish,SD,SP,SD at SF,5.5,5.5,0.5726495726495726,0.45454545454545453,(-134),(+120),2022-04-12
133,Max Fried,ATL,SP,WSH at ATL,5.5,5.5,0.4444444444444444,0.5967741935483871,(+125),(-148),2022-04-13
134,Josiah Gray,WSH,SP,WSH at ATL,4.5,4.5,0.5833333333333334,0.4424778761061947,(-140),(+126),2022-04-13
135,Kyle Hendricks,CHC,SP,CHC at PIT,3.5,3.5,0.5798319327731093,0.45454545454545453,(-138),(+120),2022-04-13
136,Zachary Thompson,FA,"SP,RP",CHC at PIT,3.5,3.5,0.45454545454545453,0.5348837209302325,(+120),(-115),2022-04-13
137,Nick Lodolo,CIN,SP,CLE at CIN,4.5,4.5,0.46296296296296297,0.5967741935483871,(+116),(-148),2022-04-13
138,Aaron Nola,PHI,SP,NYM at PHI,6.5,6.5,0.47619047619047616,0.5652173913043478,(+110),(-130),2022-04-13
139,Max Scherzer,TEX,SP,NYM at PHI,6.5,6.5,0.576271186440678,0.45045045045045046,(-136),(+122),2022-04-13
140,Clayton Kershaw,LAD,SP,LAD at MIN,5.5,5.5,0.5348837209302325,0.5,(-115),(EVEN),2022-04-13
141,Chris Paddack,MIN,"SP,RP",LAD at MIN,3.5,3.5,0.5391705069124424,0.4854368932038835,(-117),(+106),2022-04-13
142,Eduardo Rodriguez,ARI,SP,BOS at DET,4.5,4.5,0.6031746031746031,0.45454545454545453,(-152),(+120),2022-04-13
143,Nathan Eovaldi,TEX,SP,BOS at DET,5.5,5.5,0.5121951219512195,0.5098039215686274,(-105),(-104),2022-04-13
144,Framber Valdez,HOU,SP,HOU at ARI,4.5,5.5,0.6296296296296297,0.5652173913043478,(-170),(-130),2022-04-13
145,Merrill Kelly,ARI,SP,HOU at ARI,3.5,3.5,0.5412844036697247,0.425531914893617,(-118),(+135),2022-04-13
146,Logan Webb,SF,SP,SD at SF,5.5,5.5,0.45454545454545453,0.5833333333333334,(+120),(-140),2022-04-13
147,Sean Manaea,NYM,"SP,RP",SD at SF,5.5,6.5,0.5098039215686274,0.576271186440678,(-104),(-136),2022-04-13
148,Frankie Montas,CIN,"SP,RP",OAK at TB,5.5,6.5,0.574468085106383,0.5238095238095238,(-135),(-110),2022-04-13
149,Shane Mcclanahan,TB,SP,OAK at TB,6.5,6.5,0.4672897196261682,0.5614035087719298,(+114),(-128),2022-04-13
150,Gerrit Cole,NYY,SP,TOR at NYY,6.5,6.5,0.4424778761061947,0.6078431372549019,(+126),(-155),2022-04-13
151,Jose Berrios,TOR,SP,TOR at NYY,5.5,5.5,0.425531914893617,0.5594713656387665,(+135),(-127),2022-04-13
152,John Means,BAL,SP,MIL at BAL,4.5,4.5,0.5327102803738317,0.47619047619047616,(-114),(+110),2022-04-13
153,Corbin Burnes,BAL,SP,MIL at BAL,6.5,6.5,0.5652173913043478,0.46511627906976744,(-130),(+115),2022-04-13
154,Robbie Ray,SF,SP,SEA at CWS,6.5,6.5,0.49019607843137253,0.46511627906976744,(+104),(+115),2022-04-13
155,Dallas Keuchel,FA,SP,SEA at CWS,2.5,3.5,0.6363636363636364,0.6453900709219859,(-175),(-182),2022-04-13
156,Cole Irvin,BAL,"SP,RP",OAK at TB,3.5,3.5,0.6031746031746031,0.46511627906976744,(-152),(+115),2022-04-14
157,Logan Gilbert,SEA,SP,SEA at CWS,5.5,5.5,0.4716981132075472,0.5348837209302325,(+112),(-115),2022-04-14
158,Brandon Woodruff,FA,SP,STL at MIL,6.5,6.5,0.425531914893617,0.6491228070175439,(+135),(-185),2022-04-14
159,Adam Wainwright,FA,SP,STL at MIL,4.5,4.5,0.5,0.4854368932038835,(EVEN),(+106),2022-04-14
160,Jonathan Brubaker,PIT,SP,WSH at PIT,3.5,4.5,0.6226415094339622,0.6031746031746031,(-165),(-152),2022-04-14
161,Kyle Gibson,STL,SP,PHI at MIA,4.5,5.5,0.6031746031746031,0.5454545454545454,(-152),(-120),2022-04-14
162,Sandy Alcantara,MIA,SP,PHI at MIA,5.5,6.5,0.504950495049505,0.6153846153846154,(-102),(-160),2022-04-14
163,Luis Severino,NYM,SP,TOR at NYY,4.5,4.5,0.5633187772925764,0.4716981132075472,(-129),(+112),2022-04-14
164,Kevin Gausman,TOR,SP,TOR at NYY,5.5,5.5,0.5348837209302325,0.5238095238095238,(-115),(-110),2022-04-14
165,Dane Dunning,TEX,"SP,RP",LAA at TEX,4.5,4.5,0.46511627906976744,0.5370370370370371,(+115),(-116),2022-04-14
166,Shohei Ohtani,LAD,"DH,SP",LAA at TEX,6.5,6.5,0.49019607843137253,0.5238095238095238,(+104),(-110),2022-04-14
167,Charlie Morton,ATL,SP,ATL at SD,5.5,5.5,0.5098039215686274,0.4878048780487805,(-104),(+105),2022-04-14
168,Joe Musgrove,SD,SP,ATL at SD,6.5,6.5,0.4484304932735426,0.5867768595041323,(+123),(-142),2022-04-14
169,Casey Mize,DET,SP,DET at KC,3.5,3.5,0.5098039215686274,0.4878048780487805,(-104),(+105),2022-04-14
170,Zack Greinke,FA,SP,DET at KC,3.5,4.5,0.4878048780487805,0.6031746031746031,(+105),(-152),2022-04-14
171,Justin Steele,CHC,SP,CHC at COL,3.5,3.5,0.4878048780487805,0.49019607843137253,(+105),(+104),2022-04-14
172,Kyle Freeland,COL,SP,CHC at COL,4.5,4.5,0.5454545454545454,0.5,(-120),(EVEN),2022-04-14
173,Walker Buehler,LAD,SP,CIN at LAD,5.5,6.5,0.5098039215686274,0.6153846153846154,(-104),(-160),2022-04-14
174,Zach Davies,FA,SP,ARI at NYM,3.5,3.5,0.43478260869565216,0.5726495726495726,(+130),(-134),2022-04-15
175,Chris Bassitt,TOR,SP,ARI at NYM,5.5,6.5,0.6031746031746031,0.6078431372549019,(-152),(-155),2022-04-15
176,Joe Ryan,MIN,SP,MIN at BOS,4.5,4.5,0.6,0.45045045045045046,(-150),(+122),2022-04-15
177,Nick Pivetta,BOS,"SP,RP",MIN at BOS,5.5,5.5,0.4444444444444444,0.5495495495495496,(+125),(-122),2022-04-15
178,Mitch Keller,PIT,SP,WSH at PIT,3.5,4.5,0.574468085106383,0.5283018867924528,(-135),(-112),2022-04-15
179,Erick Fedde,CWS,SP,WSH at PIT,4.5,4.5,0.5238095238095238,0.5283018867924528,(-110),(-112),2022-04-15
180,Pablo Lopez,MIN,SP,PHI at MIA,5.5,5.5,0.43859649122807015,0.5121951219512195,(+128),(-105),2022-04-15
181,Zach Eflin,TB,SP,PHI at MIA,4.5,4.5,0.4807692307692308,0.5,(+108),(EVEN),2022-04-15
182,Jordan Lyles,KC,SP,NYY at BAL,4.5,4.5,0.4444444444444444,0.5934959349593496,(+125),(-146),2022-04-15
183,Jordan Montgomery,FA,SP,NYY at BAL,4.5,4.5,0.5867768595041323,0.4444444444444444,(-142),(+125),2022-04-15
184,Ross Stripling,OAK,"SP,RP",OAK at TOR,3.5,3.5,0.5689655172413793,0.49019607843137253,(-132),(+104),2022-04-15
185,Zach Plesac,LAA,SP,SF at CLE,4.5,4.5,0.45454545454545453,0.5833333333333334,(+120),(-140),2022-04-15
186,Carlos Rodon,NYY,SP,SF at CLE,7.5,7.5,0.4484304932735426,0.5833333333333334,(+123),(-140),2022-04-15
187,Drew Rasmussen,TB,SP,TB at CWS,3.5,3.5,0.5215311004784688,0.504950495049505,(-109),(-102),2022-04-15
188,Dylan Cease,CWS,SP,TB at CWS,6.5,7.5,0.5454545454545454,0.5412844036697247,(-120),(-118),2022-04-15
189,Reid Detmers,LAA,SP,LAA at TEX,4.5,4.5,0.43859649122807015,0.6062992125984252,(+128),(-154),2022-04-15
190,Brad Keller,FA,"SP,RP",DET at KC,4.5,4.5,0.5238095238095238,0.5348837209302325,(-110),(-115),2022-04-15
191,Tarik Skubal,DET,SP,DET at KC,4.5,4.5,0.5,0.5238095238095238,(EVEN),(-110),2022-04-15
192,Miles Mikolas,STL,SP,STL at MIL,3.5,3.5,0.5652173913043478,0.42735042735042733,(-130),(+134),2022-04-15
193,Freddy Peralta,MIL,SP,STL at MIL,5.5,6.5,0.6124031007751938,0.5652173913043478,(-158),(-130),2022-04-15
194,German Marquez,COL,SP,CHC at COL,4.5,5.5,0.49504950495049505,0.6254681647940075,(+102),(-167),2022-04-15
195,Marcus Stroman,NYY,SP,CHC at COL,3.5,3.5,0.5370370370370371,0.4444444444444444,(-116),(+125),2022-04-15
196,Kyle Wright,KC,SP,ATL at SD,3.5,4.5,0.576271186440678,0.574468085106383,(-136),(-135),2022-04-15
197,Mackenzie Gore,WSH,SP,ATL at SD,3.5,4.5,0.6323529411764706,0.574468085106383,(-172),(-135),2022-04-15
198,Jake Odorizzi,FA,SP,HOU at SEA,3.5,4.5,0.6226415094339622,0.5652173913043478,(-165),(-130),2022-04-15
199,Marco Gonzales,PIT,SP,HOU at SEA,3.5,3.5,0.5305164319248826,0.4807692307692308,(-113),(+108),2022-04-15
200,Anthony Gonsolin,LAD,SP,CIN at LAD,4.5,4.5,0.5614035087719298,0.4444444444444444,(-128),(+125),2022-04-15
201,Vladimir Gutierrez,FA,SP,CIN at LAD,3.5,3.5,0.5121951219512195,0.4716981132075472,(-105),(+112),2022-04-15
202,Carlos Carrasco,CLE,SP,ARI at NYM,4.5,4.5,0.5967741935483871,0.4444444444444444,(-148),(+125),2022-04-16
203,Zac Gallen,ARI,SP,ARI at NYM,4.5,4.5,0.4424778761061947,0.6153846153846154,(+126),(-160),2022-04-16
204,Corey Kluber,FA,"RP,SP",TB at CWS,4.5,5.5,0.5833333333333334,0.5412844036697247,(-140),(-118),2022-04-16
205,Hyun Jin Ryu,FA,SP,OAK at TOR,4.5,5.5,0.5798319327731093,0.588477366255144,(-138),(-143),2022-04-16
206,Paul Blackburn,OAK,SP,OAK at TOR,2.5,2.5,0.5726495726495726,0.4166666666666667,(-134),(+140),2022-04-16
207,Nick Martinez,CIN,"SP,RP",ATL at SD,4.5,4.5,0.6,0.4444444444444444,(-150),(+125),2022-04-16
208,Ian Anderson,ATL,SP,ATL at SD,3.5,4.5,0.6153846153846154,0.6,(-160),(-150),2022-04-16
209,Sonny Gray,STL,SP,MIN at BOS,4.5,4.5,0.5918367346938775,0.44642857142857145,(-145),(+124),2022-04-16
210,Tanner Houck,BOS,SP,MIN at BOS,5.5,5.5,0.5,0.5238095238095238,(EVEN),(-110),2022-04-16
