Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"George Kirby","SEA",13,9,,3.48214,32,32,0,0,188,772,181,78,73,21,30,,7,169,8.08929,1.44643,5.59259,1.01786,0.218524,0.0390738,0.17945006862282753,0.246201,1.125,0.293033,0.732759,,,3.51695,3.93607,3.98055,34.900001525878906,,,,"25436"
"Shane Bieber","CLE",10,8,,3.51989,31,31,0,0,189,782,175,80,74,22,47,,5,192,9.16386,2.24545,4.08108,1.03169,0.245928,0.0602606,0.1856677494943142,0.239092,1.1733,0.296296,0.739015,,,3.53825,3.89796,4.02236,179.2899932861328,,,,"19427"
"Gerrit Cole","NYY",12,9,,3.52657,32,32,0,0,201,816,172,85,79,28,54,,4,217,9.71014,2.41546,4.02,1.25604,0.265873,0.0661376,0.19973544776439667,0.226496,1.12185,0.28,0.753187,,,3.78107,3.81206,4.29298,12.520000457763672,,,,"13125"
"Max Fried","ATL",15,7,,3.27146,31,31,0,0,173,715,159,68,63,15,47,,5,158,8.21346,2.43619,3.37143,0.765661,0.220974,0.0655431,0.15543071925640106,0.240404,1.19103,0.295082,0.743146,,,3.44066,3.80465,4.69706,61.7400016784668,,,,"13743"
"Dylan Cease","CHW",9,8,,3.90361,31,31,0,0,170,731,148,80,74,19,73,,7,201,10.6265,3.8494,2.76056,1.03012,0.275281,0.0997191,0.1755617931485176,0.227129,1.29518,0.298329,0.727176,,,3.79118,3.47565,3.00266,106.56999969482422,,,,"18525"
"Framber Valdez","HOU",15,8,,3.3441,31,31,0,0,197,825,172,80,73,17,67,,12,178,8.14217,3.05331,2.66667,0.775444,0.216216,0.0810811,0.13513513654470444,0.230441,1.21163,0.28131,0.740375,,,3.76123,3.38416,4.68861,59.36000061035156,,,,"17295"
"Tarik Skubal","DET",8,8,,3.64513,29,29,0,0,144,589,128,62,58,15,36,,4,150,9.37319,2.25651,4.15385,0.954677,0.254717,0.0613208,0.19339624047279358,0.232911,1.1379,0.293478,0.711501,,,3.39005,3.35571,3.10061,49.810001373291016,,,,"22267"
"Logan Gilbert","SEA",11,8,,3.50521,32,32,0,0,191,788,175,80,74,22,50,,5,176,8.29402,2.36972,3.5,1.03675,0.222812,0.0636605,0.15915118902921677,0.238231,1.17937,0.285156,0.743535,,,3.78164,3.33992,3.95979,65.12000274658203,,,,"22250"
"Kodai Senga","NYM",12,9,,3.63354,31,31,0,0,177,751,145,77,71,20,84,,5,209,10.6211,4.24845,2.5,1.00621,0.278184,0.111274,0.16691067814826965,0.219269,1.29193,0.28934,0.754923,,,3.85752,3.32493,3.48931,66.37999725341797,,,,"31838"
"Blake Snell",,14,8,,3.36868,31,31,0,0,170,720,133,69,64,19,84,,3,217,11.4535,4.43543,2.58228,1.01061,0.300885,0.116519,0.18436578661203384,0.209732,1.27261,0.286096,0.777405,,,3.7042,3.2618,4.194,64.9000015258789,,,,"13543"
"Chris Bassitt","TOR",14,10,,3.83538,32,32,0,0,198,826,185,91,84,24,52,,14,172,7.82837,2.36427,3.31111,1.10333,0.208683,0.0630252,0.14565826207399368,0.243531,1.19673,0.285421,0.71754,,,4.10735,3.22191,3.49995,139.0500030517578,,,,"12304"
"Triston McKenzie","CLE",10,8,,3.54194,26,26,0,0,160,650,141,68,63,21,41,,4,158,8.88387,2.32258,3.825,1.16129,0.242472,0.0633914,0.17908083647489548,0.23339,1.14194,0.282609,0.744966,,,3.80988,3.21603,3.37517,231.10000610351562,,,,"18000"
"Carlos Rodón","NYY",12,9,,3.85827,29,29,0,0,151,620,125,70,65,20,46,,7,175,10.3937,2.75591,3.77143,1.1811,0.282051,0.0747863,0.2072649747133255,0.219626,1.12861,0.281139,0.703704,,,3.70123,3.1912,2.55345,150.74000549316406,,,,"16137"
"Shota Imanaga","CHC",8,5,,3.54745,26,26,0,0,142,595,130,60,56,16,41,,6,151,9.59124,2.62774,3.65,0.985402,0.254355,0.0696864,0.18466899544000626,0.236742,1.20438,0.299728,0.743056,,,3.55431,3.13114,3.24304,999,,,,"sa3023346"
"Eduardo Rodriguez","ARI",14,10,,3.65217,31,31,0,0,170,723,166,75,69,20,53,,4,166,8.80435,2.80435,3.13953,1.04348,0.229983,0.0732538,0.15672913938760757,0.249538,1.28986,0.305128,0.751928,,,3.80576,3.12411,3.63839,192.4499969482422,,,,"13164"
"Jesús Luzardo","MIA",9,10,,3.88235,31,31,0,0,173,727,154,80,75,23,60,,7,196,10.1765,3.11765,3.26415,1.17647,0.26947,0.0825545,0.18691588193178177,0.233276,1.23529,0.297436,0.732919,,,3.84981,3.11982,3.33518,80.69000244140625,,,,"19959"
"Yu Darvish","SDP",12,11,,3.96421,29,29,0,0,177,725,156,84,78,23,46,,11,170,8.67171,2.35375,3.68421,1.17688,0.234506,0.0636516,0.17085428535938263,0.232727,1.14246,0.278772,0.695839,,,3.99833,3.08583,2.66732,211.63999938964844,,,,"13074"
"Jordan Montgomery",,11,9,,3.84114,32,32,0,0,188,797,182,87,80,25,58,,4,179,8.53586,2.77416,3.07692,1.17368,0.224404,0.0729313,0.15147265791893005,0.248097,1.27445,0.296842,0.743757,,,4.04935,3.08072,3.49376,143.86000061035156,,,,"16511"
"Mitch Keller","PIT",10,11,,4.11305,32,32,0,0,186,800,181,92,85,21,60,,12,177,8.55081,2.92243,2.92593,1.02826,0.22067,0.075419,0.14525139331817627,0.248848,1.29886,0.301688,0.707497,,,4.01271,3.07526,3.0591,168.10000610351562,,,,"17594"
"Joe Musgrove","SDP",12,6,,3.3758,29,29,0,0,172,711,154,69,64,19,41,,15,162,8.47134,2.16561,3.91176,1.01911,0.22735,0.0581197,0.16923077031970024,0.235621,1.13942,0.284615,0.750361,,,3.82121,3.02932,3.99118,102.4000015258789,,,,"12970"
"Zac Gallen","ARI",14,9,,3.57488,32,32,0,0,195,801,172,84,77,24,57,,7,183,8.45411,2.657,3.18182,1.11111,0.22846,0.0718016,0.15665795654058456,0.234375,1.18089,0.280632,0.745474,,,3.97968,2.97283,4.39856,39.86000061035156,,,,"19291"
"Justin Steele","CHC",11,9,,3.63992,31,31,0,0,172,727,165,75,70,19,51,,8,156,8.16047,2.64188,3.08889,0.998043,0.21517,0.0696594,0.14551084488630295,0.247475,1.25245,0.296804,0.743163,,,3.90083,2.97173,3.67794,102.16999816894531,,,,"17312"
"Walker Buehler","LAD",9,5,,3.558,23,23,0,0,140,563,122,60,55,17,34,,5,136,8.74919,2.15813,4.05405,1.10823,0.241546,0.0595813,0.18196456879377365,0.231433,1.10823,0.280488,0.727147,,,3.72814,2.95247,3.01536,118.62000274658203,,,,"19374"
"Joe Ryan","MIN",11,11,,4.01198,31,31,0,0,171,705,152,82,76,23,46,,10,178,9.34132,2.39521,3.9,1.1976,0.252427,0.0647249,0.1877022460103035,0.233743,1.15103,0.287532,0.696552,,,3.88711,2.90821,2.67041,83.05000305175781,,,,"21390"
"Freddy Peralta","MIL",10,9,,3.8563,29,29,0,0,157,645,126,72,67,21,58,,8,179,10.2637,3.32235,3.08929,1.18655,0.277689,0.0898876,0.18780095130205154,0.218247,1.17337,0.278689,0.72,,,3.95379,2.9054,3.07152,52.619998931884766,,,,"18679"
"Tyler Glasnow","LAD",12,6,,3.57566,26,26,0,0,139,566,115,60,55,21,44,,0,173,11.1834,2.81488,3.97297,1.3694,0.30625,0.0770833,0.2291666716337204,0.221219,1.14117,0.28777,0.765027,,,3.68615,2.83364,2.94113,39.36000061035156,,,,"14374"
"Bobby Miller","LAD",11,6,,3.73634,26,26,0,0,137,564,119,62,57,14,40,,7,128,8.39039,2.622,3.2,0.917698,0.226148,0.0706714,0.15547702461481094,0.229287,1.15805,0.278515,0.695839,,,3.74302,2.77385,2.59006,999,,,,"27483"
"Lucas Giolito","BOS",11,11,,4.50835,31,31,0,0,172,738,167,93,86,25,63,,5,184,9.62894,3.28386,2.9322,1.33581,0.248921,0.0848921,0.16402877122163773,0.248811,1.33581,0.306452,0.701754,,,4.23216,2.70777,2.26545,218.2899932861328,,,,"15474"
"Sonny Gray","STL",9,7,,3.56494,31,31,0,0,169,704,153,73,67,19,54,,8,147,7.83117,2.86364,2.73469,0.993506,0.209375,0.0765625,0.1328125074505806,0.238014,1.22078,0.281755,0.742996,,,4.04075,2.59987,3.57487,119.20999908447266,,,,"12768"
"Michael King","SDP",10,7,,3.48837,38,23,0,1,151,631,120,64,59,22,57,,8,199,11.8605,3.3887,3.5,1.29568,0.31565,0.0901857,0.22546421736478806,0.213018,1.17386,0.286408,0.774487,,,3.7866,2.59837,2.92899,146.8300018310547,,,,"19853"
"Chris Sale","ATL",9,6,,3.84447,26,26,0,0,131,554,118,60,56,19,40,,10,161,11.0405,2.76013,4,1.28149,0.290909,0.0727273,0.218181811273098,0.234286,1.20482,0.306667,0.740741,,,3.80269,2.58572,2.64362,140.36000061035156,,,,"10603"
"Jon Gray","TEX",8,9,,4.24981,29,29,0,0,153,650,142,78,72,20,50,,8,153,8.97944,2.94745,3.04651,1.16527,0.235188,0.0771993,0.15798921883106232,0.240631,1.25666,0.292479,0.694051,,,4.0852,2.53342,2.19711,315.92999267578125,,,,"14916"
"José Berríos","TOR",11,9,,4.12214,31,31,0,0,175,739,168,86,80,25,47,,10,165,8.50851,2.431,3.5,1.26835,0.223611,0.0638889,0.159722238779068,0.246988,1.23312,0.292276,0.714286,,,4.18282,2.51862,2.50771,170.8800048828125,,,,"14168"
"Edwin Díaz","NYM",5,2,,2.61818,64,0,35,1,64,258,42,20,19,5,21,,6,101,14.2364,2.94545,4.83333,0.654545,0.391892,0.0810811,0.3108108192682266,0.180905,0.981818,0.296296,0.764463,,,2.2914,2.50485,2.18542,42.619998931884766,,,,"14710"
"Kyle Bradish","BAL",11,8,,3.70895,31,31,0,0,165,689,145,73,68,18,57,,6,157,8.57695,3.12943,2.74074,0.98519,0.228043,0.0832049,0.14483822137117386,0.232598,1.22988,0.283019,0.729665,,,3.93115,2.48336,3.14523,87.9000015258789,,,,"24586"
"Patrick Sandoval","LAA",10,10,,4.00141,29,29,0,0,158,683,150,76,70,19,63,,6,158,9.01905,3.62032,2.49123,1.07975,0.231648,0.0929853,0.13866232335567474,0.245009,1.35498,0.30102,0.737218,,,4.12307,2.48249,2.69,431.1700134277344,,,,"19447"
"Brandon Pfaadt","ARI",9,9,,3.97149,26,26,0,0,141,594,136,67,62,18,35,,7,137,8.73727,2.19959,3.97222,1.1609,0.231018,0.0581583,0.17285944521427155,0.246528,1.20842,0.297101,0.713342,,,3.86604,2.4783,2.51571,209.69000244140625,,,,"27782"
"Nestor Cortes","NYY",8,5,,3.85589,35,23,0,1,138,560,122,64,59,19,38,,3,133,8.67576,2.45375,3.53571,1.22687,0.236842,0.0669856,0.1698564663529396,0.234536,1.15871,0.28,0.714286,,,3.97559,2.46768,2.07422,270.1400146484375,,,,"17874"
"Brayan Bello","BOS",12,12,,4.27699,29,29,0,0,158,694,165,82,75,17,58,,4,144,8.18737,3.29939,2.48148,0.977597,0.20711,0.0834621,0.12364760786294937,0.26146,1.41208,0.314351,0.711207,,,4.02897,2.4374,2.41021,234.80999755859375,,,,"23920"
"Jakob Junis",,6,6,,4.19318,31,21,0,1,142,610,144,71,66,19,39,,6,144,9.10227,2.45455,3.70833,1.22727,0.23545,0.0634921,0.17195765674114227,0.254286,1.28409,0.309237,0.717256,,,3.95959,2.42843,2.03239,670.52001953125,,,,"13619"
"Dean Kremer","BAL",10,8,,3.85714,31,31,0,0,168,712,161,78,72,19,52,,7,144,7.71429,2.80519,2.75,0.993506,0.202454,0.0736196,0.12883435189723969,0.245819,1.26623,0.289532,0.724299,,,4.02777,2.41801,2.80895,336.7900085449219,,,,"19350"
"Justin Verlander","HOU",13,9,,3.84929,29,29,0,0,172,715,161,79,73,22,54,,5,139,7.27088,2.81059,2.58696,1.1609,0.194127,0.0750408,0.11908647418022156,0.245115,1.24915,0.28,0.736976,,,4.33447,2.41044,3.09028,128.24000549316406,,,,"8700"
"Graham Ashcraft","CIN",7,10,,4.80916,28,28,0,0,150,655,151,87,80,18,52,,10,127,7.62595,3.0916,2.46667,1.09924,0.194396,0.0788091,0.11558668315410614,0.255319,1.35115,0.297436,0.653299,,,4.38481,2.39617,1.51572,386.260009765625,,,,"27552"
"Chris Paddack","MIN",9,7,,4.19214,31,23,0,1,118,493,115,60,55,15,27,,2,118,9.0393,2.09607,4.3125,1.17904,0.239583,0.0555556,0.1840277723968029,0.247232,1.20815,0.300518,0.681818,,,3.69172,2.39602,1.38748,306.42999267578125,,,,"20099"
"Reid Detmers","LAA",7,8,,4.27944,31,31,0,0,162,690,148,83,77,22,58,,11,169,9.41478,3.22604,2.91837,1.25091,0.245283,0.084048,0.16123498231172562,0.238095,1.27286,0.292011,0.705563,,,4.2426,2.39535,2.24584,227.5,,,,"27468"
"Tanner Bibee","CLE",8,8,,3.81305,28,28,0,0,152,633,139,69,64,18,49,,5,143,8.47344,2.90518,2.91667,1.08944,0.225443,0.0772947,0.14814815670251846,0.239437,1.23739,0.287805,0.730479,,,4.01496,2.3721,2.72347,106.87999725341797,,,,"30134"
"Hunter Greene","CIN",9,9,,4.30815,28,28,0,0,136,568,110,70,65,22,49,,11,172,11.3762,3.23111,3.52083,1.48093,0.303411,0.0861759,0.21723518520593643,0.216867,1.16679,0.28013,0.694888,,,4.18997,2.34271,2.21406,142.9499969482422,,,,"22182"
"Grayson Rodriguez","BAL",7,6,,4.06493,29,29,0,0,148,619,131,72,67,20,46,,6,159,9.71771,2.79464,3.47727,1.20677,0.257576,0.0740741,0.18350167572498322,0.231618,1.19972,0.287634,0.704324,,,3.89724,2.33859,2.12854,999,,,,"24492"
"Nathan Eovaldi","TEX",10,9,,4.12214,29,29,0,0,166,701,160,82,76,23,49,,6,151,8.17557,2.67939,3.05128,1.23664,0.21519,0.0705244,0.14466546475887299,0.247544,1.25954,0.290323,0.715308,,,4.23214,2.333,2.64749,202.8300018310547,,,,"9132"
"Ranger Suárez","PHI",8,7,,4.02085,28,28,0,0,150,640,147,72,67,17,53,,4,127,7.63961,3.21668,2.375,1.00521,0.198261,0.0834783,0.11478260904550552,0.25239,1.34028,0.296954,0.72327,,,4.1709,2.32642,2.62424,350.45001220703125,,,,"17277"
"Sean Manaea","NYM",9,11,,4.53982,34,24,0,1,170,730,167,93,86,26,53,,8,172,9.07965,2.78761,3.25714,1.35398,0.235537,0.0723141,0.16322313249111176,0.25,1.29204,0.300319,0.687398,,,4.25504,2.31591,1.23201,324.8800048828125,,,,"15873"
"Eury Pérez","MIA",6,6,,3.62903,24,24,0,0,112,459,95,49,45,14,37,,4,123,9.94355,2.97581,3.34146,1.08871,0.268627,0.0803922,0.188235305249691,0.227957,1.18548,0.290735,0.738095,,,3.70665,2.31456,2.44686,78.33000183105469,,,,"27768"
"Martín Pérez","PIT",7,10,,4.16345,26,26,0,0,155,676,163,78,72,16,53,,6,116,6.73092,3.0532,2.20455,0.902082,0.171681,0.0778761,0.09380531311035156,0.263566,1.38782,0.302956,0.710754,,,4.19567,2.28874,2.41519,604.02001953125,,,,"6902"
"Cole Ragans","KCR",10,10,,4.04313,29,29,0,0,152,652,141,74,68,18,60,,4,155,9.13747,3.55795,2.56818,1.05121,0.237395,0.092437,0.14495799690485,0.240093,1.32075,0.29703,0.72205,,,4.00976,2.28188,2.65862,109.63999938964844,,,,"21846"
"Brady Singer","KCR",8,10,,4.46853,29,29,0,0,166,718,167,89,82,20,51,,12,152,8.24475,2.76923,2.97727,1.06993,0.21129,0.0709677,0.14032257348299026,0.254417,1.31469,0.303828,0.676005,,,4.10119,2.27409,2.09838,444.1199951171875,,,,"25377"
"Merrill Kelly","ARI",11,11,,3.97403,31,31,0,0,182,762,175,88,81,25,56,,4,156,7.71429,2.74675,2.80851,1.22727,0.204969,0.0729814,0.1319875791668892,0.249158,1.26623,0.287982,0.730676,,,4.28751,2.18993,3.09235,152.5,,,,"11156"
"MacKenzie Gore","WSN",8,8,,4.26724,28,28,0,0,138,597,127,70,65,19,58,,4,153,10.0086,3.80172,2.63265,1.24138,0.256461,0.0974155,0.1590457335114479,0.237251,1.34483,0.297386,0.726048,,,4.16883,2.17777,2.02281,295.3800048828125,,,,"22201"
"Braxton Garrett","MIA",8,8,,4.01609,29,29,0,0,152,654,154,73,68,19,43,,10,139,8.2297,2.56767,3.20513,1.11924,0.212947,0.0664395,0.14650766551494598,0.25603,1.29481,0.304786,0.724543,,,4.0963,2.1741,2.64894,185.24000549316406,,,,"21844"
"Kutter Crawford","BOS",8,8,,4.4873,37,26,0,1,146,620,143,79,73,21,45,,6,142,8.7206,2.79398,3.12121,1.26999,0.228889,0.0733333,0.15555554628372192,0.251816,1.28881,0.301695,0.689655,,,4.19577,2.17213,1.78137,273.2099914550781,,,,"20531"
"Bailey Ober","MIN",8,6,,3.98065,28,28,0,0,142,587,136,68,63,22,34,,4,139,8.76987,2.17692,4.02857,1.36835,0.236181,0.0586265,0.1775544509291649,0.247312,1.19558,0.293671,0.731364,,,4.09125,2.16564,2.22686,148.75999450683594,,,,"21224"
"Andrew Abbott","CIN",7,8,,4.40559,24,24,0,0,120,510,111,64,59,18,45,,3,131,9.81818,3.3986,2.88889,1.38462,0.256158,0.08867,0.16748768091201782,0.239564,1.3007,0.294906,0.708763,,,4.29001,2.15623,1.73873,270,,,,"29911"
"Charlie Morton","ATL",13,9,,4.08818,29,29,0,0,162,699,145,80,73,21,69,,14,179,9.97996,3.8477,2.59375,1.14228,0.256569,0.0989181,0.1576506718993187,0.235088,1.32265,0.298701,0.723454,,,4.23032,2.14715,2.67842,237.9499969482422,,,,"4676"
"Hunter Brown","HOU",12,10,,4.05765,32,26,0,1,153,656,138,75,69,18,60,,6,157,9.24612,3.5255,2.62264,1.0643,0.239243,0.091222,0.1480206549167633,0.23327,1.29342,0.288043,0.714286,,,4.0237,2.11212,2.17536,177,,,,"25880"
"Lance Lynn","STL",10,12,,4.4586,31,31,0,0,174,752,174,94,86,26,59,,9,163,8.40764,3.05732,2.75,1.33758,0.216039,0.0785597,0.13747954368591309,0.253597,1.33758,0.297767,0.70802,,,4.48646,2.10574,1.72283,306.42999267578125,,,,"2520"
"Aaron Civale","TBR",7,7,,3.94271,26,26,0,0,134,553,122,63,59,17,36,,7,125,8.41618,2.42628,3.46875,1.13732,0.226069,0.0651731,0.16089612990617752,0.238411,1.17944,0.284404,0.705882,,,3.98798,2.05075,2.00153,205.6699981689453,,,,"19479"
"Bryce Miller","SEA",8,7,,3.87653,26,26,0,0,134,554,125,62,58,16,33,,7,116,7.81766,2.1967,3.55882,1.09835,0.209705,0.0589255,0.15077990666031837,0.242537,1.17732,0.28392,0.706134,,,3.98727,2.03977,2.12923,179.74000549316406,,,,"29837"
"Dane Dunning","TEX",8,10,,4.38572,29,29,0,0,170,740,174,90,83,23,57,,10,148,7.84489,3.02677,2.59184,1.23542,0.2,0.0771654,0.12283463776111603,0.258232,1.35896,0.3,0.711765,,,4.49046,2.02944,2.11206,371.4800109863281,,,,"19409"
"Taijuan Walker","PHI",9,11,,4.67296,31,31,0,0,169,727,170,95,88,23,62,,7,132,7.03978,3.27714,2.14815,1.21376,0.181818,0.0846395,0.09717869013547897,0.257785,1.36885,0.291855,0.685714,,,4.6576,2.01745,1.57972,431.6400146484375,,,,"11836"
"Frankie Montas","CIN",8,10,,4.64919,26,26,0,0,145,624,144,81,75,25,47,,6,151,9.36777,2.91442,3.21429,1.5266,0.241935,0.0752688,0.1666666716337204,0.252446,1.31843,0.30226,0.706134,,,4.46553,2.00792,1.75375,339.07000732421875,,,,"14309"
"Pete Fairbanks","TBR",7,3,,3,66,0,30,3,66,275,48,23,22,6,26,,3,95,12.9375,3.5625,3.63158,0.75,0.345,0.095,0.25,0.195531,1.125,0.292453,0.764463,,,2.77587,1.97938,1.79377,90.79000091552734,,,,"17998"
"Jameson Taillon","CHC",8,9,,4.41112,29,29,0,0,158,666,156,83,78,24,43,,6,138,7.83467,2.43599,3.21622,1.38259,0.206957,0.0643478,0.14260867983102798,0.253283,1.25823,0.290076,0.701262,,,4.4328,1.97514,1.91791,313.19000244140625,,,,"11674"
"Tyler Anderson","LAA",7,9,,4.62585,29,29,0,0,165,704,167,92,85,26,50,,6,147,8.02721,2.72109,2.95,1.42857,0.20922,0.070922,0.1382978856563568,0.258189,1.31519,0.297368,0.691563,,,4.55512,1.9725,1.55762,593.8300170898438,,,,"12880"
"Griffin Canning","LAA",8,9,,4.37383,26,26,0,0,145,616,136,76,70,23,50,,5,154,9.58878,3.11215,3.08108,1.42991,0.25,0.0811404,0.16885964572429657,0.243373,1.28972,0.295775,0.718038,,,4.33915,1.96889,1.84066,275,,,,"19867"
"Marcus Stroman","NYY",12,9,,4.04348,29,29,0,0,160,675,154,78,72,20,51,,5,127,7.17391,2.86957,2.5,1.1087,0.188679,0.0754717,0.11320754885673523,0.248598,1.28261,0.284314,0.718016,,,4.30577,1.95503,2.30378,269.7900085449219,,,,"13431"
"Trevor Rogers","MIA",7,8,,4.05882,24,24,0,0,118,507,115,58,53,14,39,,6,119,9.08823,3,3.02941,1.05882,0.23516,0.0776256,0.15753424167633057,0.24812,1.30392,0.306338,0.714286,,,3.9119,1.94918,1.9205,350.8299865722656,,,,"22286"
"Nick Martinez","CIN",6,5,,4.03789,46,16,0,1,126,544,122,62,57,16,45,,4,132,9.42173,3.23031,2.91667,1.1665,0.242494,0.0831409,0.1593533456325531,0.246193,1.32602,0.304348,0.731707,,,4.01277,1.94278,1.856,438.07000732421875,,,,"12730"
"Cristian Javier","HOU",9,7,,4.0625,29,29,0,0,163,680,136,79,74,24,67,,8,167,9.1875,3.6875,2.49153,1.3125,0.245,0.0983333,0.14666666090488434,0.224719,1.24306,0.270492,0.72861,,,4.48421,1.88636,2.49434,177.19000244140625,,,,"17606"
"Miles Mikolas","STL",10,11,,4.36364,31,31,0,0,181,766,192,95,88,27,41,,7,126,6.27273,2.01818,3.10811,1.36364,0.164993,0.0530846,0.11190817505121231,0.267584,1.28485,0.291829,0.711864,,,4.61262,1.86766,2.07003,420.42999267578125,,,,"9803"
"Clarke Schmidt","NYY",7,8,,4.40704,26,26,0,0,131,567,127,69,64,19,42,,8,130,8.88294,2.89212,3.07143,1.30834,0.228723,0.0744681,0.15425533801317215,0.245136,1.28539,0.29235,0.700141,,,4.31854,1.85622,1.36007,354.07000732421875,,,,"19899"
"Kyle Gibson","STL",9,11,,4.50902,31,31,0,0,171,750,177,92,86,21,65,,8,136,7.15431,3.42685,2.08772,1.08216,0.180851,0.0866261,0.09422492980957031,0.260943,1.41617,0.299781,0.701285,,,4.51089,1.82143,1.73073,432.07000732421875,,,,"10123"
"JP Sears","OAK",8,10,,4.08234,29,29,0,0,158,671,152,77,72,22,50,,10,147,8.35311,2.82624,2.95556,1.25611,0.21911,0.0741351,0.14497528970241547,0.24774,1.27006,0.2925,0.727273,,,4.34367,1.81736,2.06586,384.1199951171875,,,,"23429"
"Nick Pivetta","BOS",11,12,,4.54408,36,28,0,1,174,736,161,95,88,28,64,,7,181,9.35946,3.32329,2.81633,1.42427,0.245989,0.087344,0.15864527970552444,0.242604,1.29616,0.293103,0.701262,,,4.45323,1.80606,2.17635,170.47999572753906,,,,"15454"
"Hyun Jin Ryu",,9,8,,4.38007,26,26,0,0,132,558,140,69,64,20,32,,2,102,6.98725,2.19003,3.19048,1.35574,0.18306,0.057377,0.12568306550383568,0.267442,1.30939,0.299242,0.7173,,,4.42538,1.80279,1.64398,484.8800048828125,,,,"14444"
"José Quintana","NYM",7,7,,4.60381,29,29,0,0,148,661,161,82,76,18,58,,3,128,7.76329,3.52056,2.20513,1.08325,0.193694,0.0878378,0.10585585981607437,0.26799,1.47442,0.314754,0.706605,,,4.32826,1.76313,1.07204,412.3599853515625,,,,"11423"
"Kyle Hendricks","CHC",8,9,,4.40844,28,28,0,0,146,622,154,77,72,22,35,,7,113,6.98568,2.17031,3.21875,1.35644,0.182301,0.0566372,0.12566370889544487,0.265655,1.29616,0.29703,0.708333,,,4.52105,1.75609,1.74197,433.760009765625,,,,"12049"
"David Bednar","PIT",4,2,,3.15789,68,0,31,3,68,277,55,26,24,8,21,,2,82,10.9091,2.72727,4,1.00478,0.298039,0.0745098,0.2235293984413147,0.217949,1.11643,0.291391,0.76412,,,3.28694,1.70079,1.8105,61.189998626708984,,,,"19569"
