Name,Team,W,L,QS,ERA,G,GS,SV,HLD,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,PlayerId
"Tyler Anderson","LAA",8.07672,8.38784,9.5013,4.73451,26.6606,26.6606,0,0,153.719,659.951,156.006,87.8969,80.8652,24.4606,51.7625,1.06042,6.3965,123.566,7.23454,3.0306,2.38716,1.43213,0.187234,0.0784338,0.10880061239004135,0.259235,1.35161,0.289896,0.690808,,,4.85102,1.35647,1.25026,588.8599853515625,5.01414,0.124804,1.52673,"12880"
"Jack Flaherty","DET",7.45581,8.49104,8.50317,4.49005,24.893,24.893,0,0.266936,135.556,591.74,133.15,73.5087,67.628,17.8007,56.1166,1.26729,9.36201,132.936,8.82608,3.72577,2.36893,1.18185,0.224653,0.0948332,0.1298198401927948,0.253011,1.39623,0.307168,0.704357,,,4.44992,1.34936,1.34599,375,2.90144,-0.312226,1.30755,"17479"
"Max Scherzer","TEX",5.143,3.5805,5.79171,3.85858,12.7884,12.4295,0,0,71.0881,290.791,62.436,33.1279,30.4776,11.5338,18.9649,0.21591,3.23507,80.3613,10.174,2.40103,4.23737,1.46022,0.276354,0.0652183,0.21113554388284683,0.232457,1.14507,0.288078,0.739776,,,4.04021,1.32057,1.33207,311.2699890136719,3.47311,-1.13149,0.703947,"3137"
"Mike Clevinger",,7.13519,8.01665,7.09645,4.64298,21.7004,21.7004,0,0,120.511,514.446,119.97,67.5762,62.1701,19.0934,38.2036,0.462049,6.79067,102.496,7.65459,2.85312,2.68289,1.42593,0.199236,0.0742616,0.12497396022081375,0.255552,1.31252,0.289988,0.689252,,,4.73379,1.30952,1.04166,403.80999755859375,3.75816,-0.127492,0.847272,"12808"
"Jordan Hicks","SFG",4.91126,5.55507,2.71292,3.78864,41.225,12.1244,0.332053,1.58707,86.1069,370.078,75.2181,39.3995,36.2476,7.46876,39.7119,1.07374,5.23921,94.7656,9.90501,4.15073,2.38633,0.780644,0.256069,0.107307,0.14876241981983185,0.23135,1.33474,0.303955,0.722961,,,3.74764,1.30924,1.39073,325.1400146484375,3.41403,-1.18855,0.481498,"19618"
"Bryce Elder","ATL",8.69431,6.2623,9.17891,4.40762,23.5216,23.5216,0,0,136.415,590.41,138.337,72.6164,66.8071,17.2221,49.8944,1.29632,6.5759,105.942,6.98955,3.29179,2.12333,1.13623,0.179438,0.084508,0.09493003785610199,0.259087,1.37984,0.294844,0.704451,,,4.58491,1.27711,1.66937,396.04998779296875,4.31332,-0.272765,1.17189,"27779"
"Luis Severino","NYM",6.40117,7.27507,7.46004,4.5837,22.4748,22.4748,0,0,119.096,509.18,117.202,65.9302,60.6558,18.5064,40.8046,0.801142,5.79359,111.84,8.45167,3.08357,2.74087,1.39851,0.219648,0.0801379,0.13951010257005692,0.253365,1.32671,0.297066,0.697033,,,4.57076,1.27601,1.10906,305.5400085449219,3.51548,0.181137,0.775904,"15890"
"Aaron Ashby","MIL",4.20671,5.50411,3.60959,3.88657,35.764,10.7975,0.00109609,1.78807,83.3481,358.567,75.5354,39.123,35.9932,9.12771,37.406,0.910361,3.91648,92.7616,10.0165,4.03913,2.47986,0.985618,0.258701,0.104321,0.1543799415230751,0.238098,1.35506,0.308363,0.736985,,,3.94017,1.25605,1.26072,401.3500061035156,4.8272,-1.27928,0.473607,"23550"
"DL Hall","MIL",4.66471,3.47571,0.468698,3.60616,59.269,2.60684,0.817924,8.90576,73.3023,306.067,59.9259,31.9251,29.3711,7.36637,31.0067,0.837892,2.558,94.4487,11.5963,3.80698,3.04607,0.904437,0.308588,0.101307,0.20728107541799545,0.219909,1.24051,0.307928,0.731924,,,3.35817,1.25486,0.837682,405.0299987792969,4.00172,-0.478718,0.562997,"22207"
"Wade Miley","MIL",7.94847,7.33734,8.66507,4.25498,23.93,23.93,0,0,131.979,567.303,134.504,67.8222,62.3965,18.1781,45.0192,0.504181,5.04022,93.7022,6.3898,3.06998,2.08138,1.23961,0.165171,0.0793565,0.08581481873989105,0.260041,1.36024,0.286968,0.724984,,,4.76353,1.24768,1.81972,466.8599853515625,4.51324,0.914208,0.855608,"8779"
"Paul Blackburn","OAK",6.31751,8.52858,7.68705,4.50461,24.6874,24.6874,0,0,134.483,582.489,141.205,73.1634,67.3103,17.1781,45.8613,1.38413,5.42275,111.675,7.47362,3.06918,2.43506,1.14961,0.19172,0.0787333,0.11298664659261703,0.26582,1.39101,0.308255,0.698718,,,4.39881,1.22422,0.958071,544.1599731445312,4.48198,-0.780574,1.09081,"14739"
"James Paxton","LAD",6.24698,5.54118,6.04044,4.37575,19.7762,16.8638,0,0.18262,89.6496,380.672,85.7057,47.3773,43.5871,14.1389,32.2236,0.482145,2.75831,94.0397,9.44073,3.23495,2.91835,1.41942,0.247036,0.0846493,0.16238712519407272,0.247927,1.31545,0.30132,0.718929,,,4.37799,1.19138,1.09474,315.8599853515625,4.8234,-0.678879,0.269883,"11828"
"Jhoan Duran","MIN",3.9055,3.18704,0,2.82377,61.1265,0,32.2759,3.36144,65.5687,268.192,51.7242,22.3612,20.5723,5.30074,22.8466,2.95978,3.47202,87.7101,12.0391,3.13594,3.83909,0.727582,0.327042,0.0851874,0.24185474961996078,0.213848,1.13729,0.311854,0.777509,,,2.8348,1.17294,1.36801,51.15999984741211,2.49677,0.454217,2.02123,"21029"
"Colin Rea","MIL",6.43888,7.30864,6.66708,4.63952,28.6308,22.139,0,0.24283,127.093,539.015,126.384,71.2138,65.5167,21.5462,39.1648,0.820757,4.89755,109.483,7.753,2.77343,2.79545,1.52578,0.203117,0.07266,0.13045751303434372,0.255345,1.30258,0.288076,0.696795,,,4.77614,1.16164,1.12679,517.5399780273438,1.90057,-1.60707,0.86314,"12317"
"Chase Silseth","LAA",6.93,7.14599,6.64413,4.34503,26.0484,20.144,0,1.01706,111.288,478.212,104.069,58.3997,53.7278,15.6138,46.5597,0.436411,4.85687,109.792,8.87905,3.76534,2.3581,1.2627,0.229589,0.097362,0.13222738355398178,0.243838,1.3535,0.293491,0.716233,,,4.49186,1.15385,1.36393,333.57000732421875,1.94402,0.912823,0.650981,"30074"
"Jordan Wicks","CHC",7.5074,6.44746,7.55512,4.39764,23.443,21.354,0,0.242013,111.422,475.711,111.564,59.1782,54.444,15.462,37.4925,0.789558,3.52885,93.8398,7.57978,3.02841,2.50289,1.24892,0.197262,0.0788137,0.11844857037067413,0.256652,1.33776,0.295346,0.705427,,,4.47912,1.15002,1.2647,437.6199951171875,3.38224,0.863235,0.630525,"30094"
"Cal Quantrill","COL",6.55644,10.0225,8.17496,5.39249,26.473,26.473,0,0,149.347,662.868,172.953,97.2648,89.4836,24.0599,48.2245,0.437479,8.58354,94.0453,5.66739,2.90612,1.95016,1.4499,0.141876,0.0727513,0.06912513077259064,0.285373,1.48096,0.305137,0.66089,,,5.23105,1.14982,1.30971,710.239990234375,8.19032,0.172995,2.49556,"19312"
"Nick Martinez","CIN",5.43149,5.13514,4.87993,4.36142,41.1758,13.7495,1.58915,3.10235,104.22,450.472,104.439,54.897,50.5052,15.1232,39.5652,0.92811,4.22961,97.282,8.40087,3.41669,2.45878,1.30598,0.215956,0.0878306,0.12812533974647522,0.256811,1.38173,0.303514,0.725441,,,4.53524,1.14381,1.26111,443.2200012207031,3.24081,-0.0736808,0.599874,"12730"
"Kyle Freeland","COL",7.09863,11.3329,9.52617,5.44204,28.0605,28.0605,0,0,159.626,708.3,191.496,104.914,96.5211,27.9712,47.3448,0.74433,6.54447,104.473,5.89036,2.66939,2.20663,1.57707,0.147498,0.0668429,0.08065467327833176,0.292624,1.49626,0.313286,0.670702,,,5.23685,1.13675,1.33669,726.5900268554688,5.50866,0.0057913,2.89567,"16256"
