,name,team,position,matchup,over_line,under_line,over_cost,under_cost,over_cost_USA,under_cost_USA,date
115,Triston Mckenzie P,CLE,SP,CLE at KC,5.5,5.5,0.42735042735042733,0.5983935742971888,(+134),(-149),2021-05-06
116,Danny Duffy,TEX,"SP,RP",CLE at KC,5.5,5.5,0.5121951219512195,0.5412844036697247,(-105),(-118),2021-05-06
117,Hyun Jin Ryu,FA,SP,TOR at OAK,5.5,5.5,0.45454545454545453,0.6062992125984252,(+120),(-154),2021-05-06
118,Michael Fiers,FA,SP,TOR at OAK,3.5,3.5,0.5145631067961165,0.5495495495495496,(-106),(-122),2021-05-06
119,Drew Smyly,CHC,"SP,RP",ATL at WSH,5.5,5.5,0.5145631067961165,0.5238095238095238,(-106),(-110),2021-05-06
120,Jon Lester,FA,SP,ATL at WSH,4.5,4.5,0.45045045045045046,0.6062992125984252,(+122),(-154),2021-05-06
121,Madison Bumgarner,FA,SP,ARI at MIA,5.5,5.5,0.504950495049505,0.5348837209302325,(-102),(-115),2021-05-06
122,Pablo Lopez,MIN,SP,ARI at MIA,5.5,5.5,0.5,0.5192307692307693,(EVEN),(-108),2021-05-06
123,Andrew Heaney,TEX,"SP,RP",TB at LAA,7.5,7.5,0.5412844036697247,0.5121951219512195,(-118),(-105),2021-05-06
124,Trevor Cahill,FA,SP,PIT at CHC,4.5,5.5,0.588477366255144,0.609375,(-143),(-156),2021-05-07
125,Zach Davies,FA,SP,PIT at CHC,3.5,3.5,0.5614035087719298,0.5,(-128),(EVEN),2021-05-07
126,Patrick Corbin,WSH,SP,WSH at NYY,4.5,4.5,0.5121951219512195,0.504950495049505,(-105),(-102),2021-05-07
127,Jameson Taillon,CHC,SP,WSH at NYY,5.5,5.5,0.4807692307692308,0.5798319327731093,(+108),(-138),2021-05-07
128,Trevor Rogers,MIA,SP,MIL at MIA,7.5,7.5,0.46511627906976744,0.5689655172413793,(+115),(-132),2021-05-07
129,Tarik Skubal,DET,SP,MIN at DET,5.5,5.5,0.4098360655737705,0.6453900709219859,(+144),(-182),2021-05-07
130,Zac Gallen,ARI,SP,ARI at NYM,6.5,7.5,0.5121951219512195,0.6428571428571429,(-105),(-180),2021-05-07
131,David Peterson,NYM,"SP,RP",ARI at NYM,5.5,5.5,0.46296296296296297,0.5967741935483871,(+116),(-148),2021-05-07
132,Zach Eflin,TB,SP,PHI at ATL,5.5,5.5,0.4854368932038835,0.576271186440678,(+106),(-136),2021-05-07
133,Charlie Morton,ATL,SP,PHI at ATL,6.5,6.5,0.5192307692307693,0.4878048780487805,(-108),(+105),2021-05-07
134,Chris Flexen,CWS,"SP,RP",SEA at TEX,5.5,5.5,0.4132231404958678,0.6453900709219859,(+142),(-182),2021-05-07
135,Michael Foltynewicz,FA,SP,SEA at TEX,5.5,6.5,0.5815899581589958,0.6551724137931034,(-139),(-190),2021-05-07
136,Jose Urquidy,HOU,"SP,RP",TOR at HOU,4.5,4.5,0.5260663507109005,0.5238095238095238,(-111),(-110),2021-05-07
137,Ross Stripling,OAK,"SP,RP",TOR at HOU,3.5,3.5,0.49504950495049505,0.5652173913043478,(+102),(-130),2021-05-07
138,Brad Keller,FA,"SP,RP",CWS at KC,3.5,3.5,0.47619047619047616,0.5708154506437768,(+110),(-133),2021-05-07
139,Carlos Rodon,NYY,SP,CWS at KC,5.5,5.5,0.5689655172413793,0.45454545454545453,(-132),(+120),2021-05-07
140,Jack Flaherty,DET,SP,COL at STL,6.5,7.5,0.5555555555555556,0.6,(-125),(-150),2021-05-07
141,Austin Gomber,COL,SP,COL at STL,5.5,5.5,0.43859649122807015,0.6062992125984252,(+128),(-154),2021-05-07
142,Zach Plesac,LAA,SP,CIN at CLE,5.5,5.5,0.4878048780487805,0.5689655172413793,(+105),(-132),2021-05-07
143,Wade Miley,MIL,SP,CIN at CLE,3.5,3.5,0.5495495495495496,0.5098039215686274,(-122),(-104),2021-05-07
144,Griffin Canning,LAA,SP,LAD at LAA,5.5,5.5,0.504950495049505,0.5575221238938053,(-102),(-126),2021-05-07
145,Julio Urias,FA,SP,LAD at LAA,6.5,6.5,0.504950495049505,0.5260663507109005,(-102),(-111),2021-05-07
146,Rich Hill,FA,"RP,SP",TB at OAK,4.5,4.5,0.5192307692307693,0.5412844036697247,(-108),(-118),2021-05-07
147,Sean Manaea,NYM,"SP,RP",TB at OAK,6.5,6.5,0.504950495049505,0.5348837209302325,(-102),(-115),2021-05-07
148,Blake Snell,FA,SP,SD at SF,5.5,7.5,0.5983935742971888,0.6825396825396826,(-149),(-215),2021-05-07
149,Anthony Desclafani,MIN,SP,SD at SF,4.5,5.5,0.5454545454545454,0.609375,(-120),(-156),2021-05-07
150,Corey Kluber,FA,"RP,SP",WSH at NYY,5.5,6.5,0.6168582375478927,0.6268656716417911,(-161),(-168),2021-05-08
151,Max Scherzer,TEX,SP,WSH at NYY,8.5,9.5,0.5412844036697247,0.6153846153846154,(-118),(-160),2021-05-08
152,Chi Chi Gonzalez,FA,"RP,SP",COL at STL,3.5,4.5,0.5348837209302325,0.6923076923076923,(-115),(-225),2021-05-08
153,Trevor Williams,WSH,SP,PIT at CHC,4.5,4.5,0.5614035087719298,0.4807692307692308,(-128),(+108),2021-05-08
154,Joe Musgrove,SD,SP,SD at SF,6.5,7.5,0.5967741935483871,0.6168582375478927,(-148),(-161),2021-05-08
155,Kevin Gausman,TOR,SP,SD at SF,5.5,5.5,0.576271186440678,0.47619047619047616,(-136),(+110),2021-05-08
156,Tyler Glasnow,LAD,SP,TB at OAK,8.5,8.5,0.5283018867924528,0.5283018867924528,(-112),(-112),2021-05-08
157,Frankie Montas,CIN,"SP,RP",TB at OAK,5.5,6.5,0.5967741935483871,0.5708154506437768,(-148),(-133),2021-05-08
158,Jose Urena,TEX,SP,MIN at DET,4.5,4.5,0.47619047619047616,0.5815899581589958,(+110),(-139),2021-05-08
159,Jose Berrios,TOR,SP,MIN at DET,6.5,6.5,0.5689655172413793,0.47619047619047616,(-132),(+110),2021-05-08
160,Adrian Houser,NYM,SP,MIL at MIA,3.5,5.5,0.6363636363636364,0.6774193548387096,(-175),(-210),2021-05-08
161,Luis Castillo,SEA,SP,CIN at CLE,5.5,5.5,0.43478260869565216,0.5815899581589958,(+130),(-139),2021-05-08
162,Aaron Civale,TB,SP,CIN at CLE,4.5,5.5,0.6062992125984252,0.6062992125984252,(-154),(-154),2021-05-08
163,Garrett Richards,FA,RP,BOS at BAL,5.5,5.5,0.49019607843137253,0.5454545454545454,(+104),(-120),2021-05-08
164,Kohei Arihara,FA,SP,SEA at TEX,3.5,3.5,0.4716981132075472,0.5412844036697247,(+112),(-118),2021-05-08
165,Lance Lynn,STL,SP,CWS at KC,5.5,6.5,0.5614035087719298,0.6153846153846154,(-128),(-160),2021-05-08
166,Merrill Kelly,ARI,SP,ARI at NYM,4.5,4.5,0.45454545454545453,0.5934959349593496,(+120),(-146),2021-05-08
167,Cristian Javier,HOU,SP,TOR at HOU,5.5,5.5,0.5798319327731093,0.46511627906976744,(-138),(+115),2021-05-08
168,Steven Matz,STL,"SP,RP",TOR at HOU,4.5,4.5,0.4878048780487805,0.5145631067961165,(+105),(-106),2021-05-08
169,Ian Anderson,ATL,SP,PHI at ATL,5.5,6.5,0.5983935742971888,0.609375,(-149),(-156),2021-05-08
170,Vincent Velasquez,FA,"SP,RP",PHI at ATL,5.5,5.5,0.47619047619047616,0.588477366255144,(+110),(-143),2021-05-08
171,Dylan Bundy,FA,SP,LAD at LAA,5.5,6.5,0.5815899581589958,0.6453900709219859,(-139),(-182),2021-05-08
172,Clayton Kershaw,LAD,SP,LAD at LAA,6.5,6.5,0.45454545454545453,0.5555555555555556,(+120),(-125),2021-05-08
173,Dean Kremer,BAL,SP,BOS at BAL,4.5,5.5,0.6168582375478927,0.6453900709219859,(-161),(-182),2021-05-09
174,Nick Pivetta,BOS,"SP,RP",BOS at BAL,5.5,5.5,0.42016806722689076,0.6062992125984252,(+138),(-154),2021-05-09
175,Domingo German,FA,SP,WSH at NYY,5.5,5.5,0.5,0.5454545454545454,(EVEN),(-120),2021-05-09
176,Sandy Alcantara,MIA,SP,MIL at MIA,6.5,6.5,0.5145631067961165,0.5495495495495496,(-106),(-122),2021-05-09
177,Riley Smith,FA,"SP,RP",ARI at NYM,3.5,3.5,0.5652173913043478,0.49504950495049505,(-130),(+102),2021-05-09
178,Jacob Degrom,TEX,SP,ARI at NYM,9.5,9.5,0.5798319327731093,0.4807692307692308,(-138),(+108),2021-05-09
179,Mike Minor,FA,SP,CWS at KC,4.5,5.5,0.588477366255144,0.6212121212121212,(-143),(-164),2021-05-09
180,Lucas Giolito,BOS,SP,CWS at KC,7.5,7.5,0.45454545454545453,0.6031746031746031,(+120),(-152),2021-05-09
181,Zack Greinke,FA,SP,TOR at HOU,4.5,4.5,0.5098039215686274,0.5495495495495496,(-104),(-122),2021-05-09
182,German Marquez,COL,SP,COL at STL,5.5,5.5,0.45454545454545453,0.5867768595041323,(+120),(-142),2021-05-09
183,Adam Wainwright,FA,SP,COL at STL,4.5,5.5,0.6363636363636364,0.5614035087719298,(-175),(-128),2021-05-09
184,Tyler Anderson,LAA,SP,PIT at CHC,5.5,5.5,0.45454545454545453,0.6062992125984252,(+120),(-154),2021-05-09
185,Kyle Hendricks,CHC,SP,PIT at CHC,5.5,5.5,0.4065040650406504,0.6503496503496503,(+146),(-186),2021-05-09
186,Dane Dunning,TEX,"SP,RP",SEA at TEX,5.5,5.5,0.5192307692307693,0.5348837209302325,(-108),(-115),2021-05-09
187,Justus Sheffield,FA,"RP,SP",SEA at TEX,5.5,5.5,0.43859649122807015,0.5708154506437768,(+128),(-133),2021-05-09
188,Chris Paddack,MIN,"SP,RP",SD at SF,4.5,4.5,0.5,0.5708154506437768,(EVEN),(-133),2021-05-09
189,Jose Quintana,NYM,SP,LAD at LAA,5.5,5.5,0.43103448275862066,0.6268656716417911,(+132),(-168),2021-05-09
190,Trevor Bauer,FA,SP,LAD at LAA,7.5,7.5,0.5238095238095238,0.5370370370370371,(-110),(-116),2021-05-09
191,Cole Irvin,BAL,"SP,RP",TB at OAK,5.5,5.5,0.5454545454545454,0.5145631067961165,(-120),(-106),2021-05-09
192,Huascar Ynoa,ATL,SP,PHI at ATL,5.5,5.5,0.5145631067961165,0.5260663507109005,(-106),(-111),2021-05-09
193,Aaron Nola,PHI,SP,PHI at ATL,6.5,6.5,0.5614035087719298,0.49504950495049505,(-128),(+102),2021-05-09
194,Mitch Keller,PIT,SP,CIN at PIT,4.5,5.5,0.5983935742971888,0.5833333333333334,(-149),(-140),2021-05-10
195,Jeff Hoffman,PHI,RP,CIN at PIT,3.5,3.5,0.5983935742971888,0.46511627906976744,(-149),(+115),2021-05-10
196,Jorge Lopez,NYM,RP,BOS at BAL,4.5,4.5,0.43478260869565216,0.5983935742971888,(+130),(-149),2021-05-10
197,Martin Perez,PIT,"SP,RP",BOS at BAL,4.5,4.5,0.4132231404958678,0.588477366255144,(+142),(-143),2021-05-10
198,Luis Garcia P,HOU,SP,LAA at HOU,5.5,5.5,0.43859649122807015,0.6212121212121212,(+128),(-164),2021-05-10
199,Luke Weaver,NYY,SP,MIA at ARI,5.5,5.5,0.5348837209302325,0.5283018867924528,(-115),(-112),2021-05-10
200,Kyle Gibson,STL,SP,TEX at SF,4.5,5.5,0.5983935742971888,0.5833333333333334,(-149),(-140),2021-05-10
201,Alex Wood,OAK,"RP,SP",TEX at SF,5.5,6.5,0.588477366255144,0.6031746031746031,(-143),(-152),2021-05-10
202,Logan Webb,SF,SP,TEX at SF,4.5,5.5,0.5708154506437768,0.6323529411764706,(-133),(-172),2021-05-11
203,Jordan Lyles,KC,SP,TEX at SF,4.5,4.5,0.4807692307692308,0.576271186440678,(+108),(-136),2021-05-11
204,Adbert Alzolay,CHC,RP,CHC at CLE,4.5,5.5,0.6,0.5412844036697247,(-150),(-118),2021-05-11
205,Shane Bieber,CLE,SP,CHC at CLE,9.5,9.5,0.5370370370370371,0.5238095238095238,(-116),(-110),2021-05-11
206,Jonathan Brubaker,PIT,SP,CIN at PIT,5.5,5.5,0.5370370370370371,0.5121951219512195,(-116),(-105),2021-05-11
207,Jeff Hoffman,PHI,RP,CIN at PIT,3.5,3.5,0.5708154506437768,0.45454545454545453,(-133),(+120),2021-05-11
208,Erick Fedde,CWS,SP,PHI at WSH,4.5,4.5,0.5,0.5412844036697247,(EVEN),(-118),2021-05-11
209,John Means,BAL,SP,BAL at NYM,6.5,6.5,0.47619047619047616,0.588477366255144,(+110),(-143),2021-05-11
